entity_id,entity_name,year,entity_code,team_id,total_pitches,total_pitches,total_pitches_empty,median_seconds_empty,total_pitches_onbase,median_seconds_empty,freq_hot,freq_warm,freq_cold
445926,"Chavez, Jesse",2022,Pit,144,584,584,336,13.685,248,13.685,0.3972602739726027,0.5924657534246576,0.010273972602739725
608344,"Irvin, Cole",2022,Pit,133,1144,1144,742,14.068,402,14.068,0.40384615384615385,0.5734265734265734,0.022727272727272728
669211,"Akin, Keegan",2022,Pit,110,514,514,315,14.405,199,14.405,0.3540856031128405,0.6361867704280155,0.009727626
676879,"Ashby, Aaron",2022,Pit,158,903,903,570,14.5,333,14.5,0.3754152823920266,0.5946843853820598,0.029900332225913623
657277,"Webb, Logan",2022,Pit,137,1423,1423,921,14.504,502,14.504,0.3724525650035137,0.600843289,0.026704146170063246
669456,"Bieber, Shane",2022,Pit,114,1260,1260,944,14.55,316,14.55,0.42142857142857143,0.5698412698412698,0.008730159
596001,"Junis, Jakob",2022,Pit,137,868,868,584,14.61,284,14.61,0.39055299539170507,0.5875576036866359,0.021889400921658985
663903,"Singer, Brady",2022,Pit,118,1161,1161,795,14.614,366,14.614,0.38931955211024977,0.586563307,0.024117140396210164
608566,"M‡rquez, Germ‡n",2022,Pit,115,1203,1203,810,14.622,393,14.622,0.37489609310058186,0.6026600166251039,0.022443890274314215
615698,"Quantrill, Cal",2022,Pit,114,1304,1304,866,14.835,438,14.835,0.348159509,0.6234662576687117,0.028374233128834355
656849,"Peterson, David",2022,Pit,121,885,885,550,14.84,335,14.84,0.327683616,0.655367232,0.016949153
571945,"Mikolas, Miles",2022,Pit,138,1449,1449,1021,14.902,428,14.902,0.36645962732919257,0.6052449965493444,0.028295376121463076
657093,"Watkins, Spenser",2022,Pit,110,738,738,460,14.975,278,14.975,0.3116531165311653,0.6598915989159891,0.028455284552845527
656605,"Keller, Mitch",2022,Pit,134,1236,1236,762,14.981,474,14.981,0.3098705501618123,0.6650485436893204,0.025080906148867314
641482,"Cortes, Nestor",2022,Pit,147,1091,1091,802,14.99,289,14.99,0.3703024747937672,0.5957836846929423,0.033913841
