entity_id,entity_name,year,entity_code,team_id,total_pitches,total_pitches,total_pitches_empty,median_seconds_empty,total_pitches_onbase,median_seconds_empty,freq_hot,freq_warm,freq_cold
489119,"Miley, Wade",2021,Pit,113,1170,1170,752,12.898,418,12.898,0.523931624,0.46153846153846156,0.014529915
474463,"Anderson, Brett",2021,Pit,158,774,774,502,12.96,272,12.96,0.5155038759689923,0.4780361757105943,0.006459948
608718,"Suter, Brent",2021,Pit,158,537,537,319,13.336,218,13.336,0.4059590316573557,0.5772811918063314,0.016759777
676840,"Peacock, Matt",2021,Pit,109,610,610,349,13.762,261,13.762,0.3885245901639344,0.5918032786885246,0.019672131147540985
592836,"Walker, Taijuan",2021,Pit,121,1164,1164,818,14.105,346,14.105,0.43556701030927836,0.5335051546391752,0.030927835051546393
547942,"Kim, Kwang Hyun",2021,Pit,138,873,873,546,14.142,327,14.142,0.3848797250859107,0.581901489,0.033218785796105384
571510,"Boyd, Matthew",2021,Pit,116,539,539,348,14.318,191,14.318,0.3803339517625232,0.5788497217068646,0.040816327
676596,"Fleming, Josh",2021,Pit,139,761,761,482,14.383,279,14.383,0.3600525624178712,0.6202365308804205,0.019710907
593372,"Martinez, Carlos",2021,Pit,138,611,611,389,14.41,222,14.41,0.37315875613747956,0.5761047463175123,0.050736498
622491,"Castillo, Luis",2021,Pit,113,1410,1410,943,14.585,467,14.585,0.3645390070921986,0.6099290780141844,0.025531915
592866,"Williams, Trevor",2021,Pit,121,667,667,412,14.607,255,14.607,0.3568215892053973,0.6056971514242878,0.037481259370314844
669373,"Skubal, Tarik",2021,Pit,116,1142,1142,786,14.744,356,14.744,0.36952714535901926,0.6164623467600701,0.014010507880910683
622072,"Wood, Alex",2021,Pit,137,1023,1023,656,14.895,367,14.895,0.3333333333333333,0.6109481915933529,0.055718475
645261,"Alcantara, Sandy",2021,Pit,146,1272,1272,896,14.896,376,14.896,0.36163522012578614,0.5935534591194969,0.044811321
641745,"Keller, Brad",2021,Pit,118,1040,1040,633,14.923,407,14.923,0.3144230769230769,0.6596153846153846,0.025961538461538463
456501,"Cueto, Johnny",2021,Pit,137,842,842,520,15.007,322,15.007,0.333729216,0.6175771971496437,0.048693586698337295
669212,"Morgan, Eli",2021,Pit,114,623,623,444,15.153,179,15.153,0.33386837881219905,0.6420545746388443,0.024077046548956663
664353,"Urquidy, JosŽ",2021,Pit,117,697,697,509,15.206,188,15.206,0.34433285509325684,0.6284074605451937,0.027259684361549498
677960,"Weathers, Ryan",2021,Pit,135,769,769,558,15.294,211,15.294,0.3368010403120936,0.6345903771131339,0.028608583
621107,"Eflin, Zach",2021,Pit,143,708,708,501,15.303,207,15.303,0.3177966101694915,0.6398305084745762,0.042372881
571927,"Matz, Steven",2021,Pit,141,1201,1201,791,15.359,410,15.359,0.302248127,0.6677768526228143,0.029975021
608566,"M‡rquez, Germ‡n",2021,Pit,115,1248,1248,813,15.37,435,15.37,0.29086538461538464,0.6794871794871795,0.029647435897435896
605200,"Davies, Zach",2021,Pit,112,1263,1263,777,15.375,486,15.375,0.2676167854315123,0.6967537608867775,0.035629453681710214
656529,"Hentges, Sam",2021,Pit,114,558,558,331,15.391,227,15.391,0.25089605734767023,0.7114695340501792,0.037634409
592767,"Smyly, Drew",2021,Pit,144,896,896,667,15.429,229,15.429,0.3392857142857143,0.6294642857142857,0.03125
657277,"Webb, Logan",2021,Pit,137,1045,1045,724,15.456,321,15.456,0.3043062200956938,0.662200957,0.033492823
663738,"Lynch IV, Daniel",2021,Pit,118,550,550,322,15.498,228,15.498,0.2581818181818182,0.7218181818181818,0.02
663554,"Mize, Casey",2021,Pit,116,1129,1129,704,15.562,425,15.562,0.26660761736049604,0.7156775907883083,0.017714792
605347,"L—pez, Jorge",2021,Pit,110,1003,1003,631,15.572,372,15.572,0.27018943170488535,0.6859421734795613,0.043868395
571578,"Corbin, Patrick",2021,Pit,120,1203,1203,802,15.572,401,15.572,0.285951787,0.6974231088944306,0.016625104
642092,"Smith, Riley",2021,Pit,109,505,505,299,15.611,206,15.611,0.2514851485148515,0.7049504950495049,0.043564356
608344,"Irvin, Cole",2021,Pit,133,1149,1149,739,15.637,410,15.637,0.26370757180156656,0.7084421235857267,0.027850305
656849,"Peterson, David",2021,Pit,121,505,505,341,15.641,164,15.641,0.2811881188118812,0.689108911,0.02970297
592314,"Foltynewicz, Mike",2021,Pit,140,1034,1034,676,15.649,358,15.649,0.27079303675048355,0.7137330754352031,0.015473887814313346
641927,"Ober, Bailey",2021,Pit,142,662,662,453,15.716,209,15.716,0.27794561933534745,0.6933534743202417,0.028700906344410877
676477,"Whitlock, Garrett",2021,Pit,111,511,511,303,15.742,208,15.742,0.25048923679060664,0.7181996086105675,0.031311155
643377,"Jax, Griffin",2021,Pit,142,599,599,437,15.755,162,15.755,0.2838063439065108,0.6911519198664441,0.025041736227045076
607644,"Means, John",2021,Pit,110,1041,1041,769,15.813,272,15.813,0.276657061,0.6983669548511047,0.024975984630163303
593334,"Germ‡n, Domingo",2021,Pit,147,680,680,488,15.817,192,15.817,0.27205882352941174,0.6720588235294118,0.055882353
605288,"Houser, Adrian",2021,Pit,158,1102,1102,724,15.83,378,15.83,0.264972777,0.6896551724137931,0.045372050816696916
622608,"Senzatela, Antonio",2021,Pit,115,1116,1116,685,15.877,431,15.877,0.2517921146953405,0.7195340501792115,0.028673835
641778,"Lauer, Eric",2021,Pit,158,884,884,641,16.031,243,16.031,0.2895927601809955,0.6606334841628959,0.049773755656108594
641482,"Cortes, Nestor",2021,Pit,147,703,703,496,16.043,207,16.043,0.27453769559032715,0.6927453769559033,0.032716927453769556
669211,"Akin, Keegan",2021,Pit,110,780,780,496,16.065,284,16.065,0.22948717948717948,0.7384615384615385,0.032051282
621111,"Buehler, Walker",2021,Pit,119,1411,1411,942,16.102,469,16.102,0.23671155209071582,0.7406094968107725,0.022678951098511695
605164,"Bundy, Dylan",2021,Pit,108,713,713,493,16.121,220,16.121,0.2314165497896213,0.7279102384291725,0.040673212
666120,"Anderson, Ian",2021,Pit,144,988,988,682,16.131,306,16.131,0.26417004,0.6983805668016194,0.037449393
622503,"Crismatt, Nabil",2021,Pit,135,612,612,363,16.246,249,16.246,0.21405228758169934,0.7679738562091504,0.017973856209150325
669456,"Bieber, Shane",2021,Pit,114,683,683,457,16.252,226,16.252,0.22693997071742314,0.7115666178623719,0.061493411
596295,"Gomber, Austin",2021,Pit,115,863,863,577,16.259,286,16.259,0.20278099652375434,0.7624565469293163,0.034762457
518774,"Harvey, Matt",2021,Pit,110,1004,1004,640,16.259,364,16.259,0.19621513944223107,0.7609561752988048,0.042828685
570632,"Ure–a, JosŽ",2021,Pit,116,776,776,482,16.262,294,16.262,0.18943298969072164,0.7680412371134021,0.042525773
608379,"Wacha, Michael",2021,Pit,139,771,771,527,16.308,244,16.308,0.23476005188067445,0.7224383916990921,0.042801556420233464
448179,"Hill, Rich",2021,Pit,121,1164,1164,779,16.341,385,16.341,0.24054982817869416,0.7104810996563574,0.048969072
664285,"Valdez, Framber",2021,Pit,117,1001,1001,650,16.377,351,16.377,0.24975024975024976,0.7082917082917083,0.041958042
501985,"Minor, Mike",2021,Pit,118,1173,1173,820,16.391,353,16.391,0.2318840579710145,0.7050298380221653,0.063086104
605242,"Fulmer, Michael",2021,Pit,116,526,526,285,16.405,241,16.405,0.1596958174904943,0.7699619771863118,0.070342205
502179,"Espino, Paolo",2021,Pit,120,836,836,574,16.427,262,16.427,0.2236842105263158,0.7416267942583732,0.034688995215311005
663903,"Singer, Brady",2021,Pit,118,1111,1111,664,16.433,447,16.433,0.18901890189018902,0.7605760576057605,0.050405040504050404
641771,"Kuhl, Chad",2021,Pit,134,705,705,416,16.453,289,16.453,0.18156028368794327,0.7460992907801418,0.072340426
519043,"Moore, Matt",2021,Pit,143,569,569,374,16.496,195,16.496,0.2126537785588752,0.7557117750439367,0.031634446
664141,"Brubaker, JT",2021,Pit,134,848,848,571,16.503,277,16.503,0.2016509433962264,0.7370283018867925,0.061320755
