entity_id,entity_name,year,entity_code,team_id,total_pitches,total_pitches,total_pitches_empty,median_seconds_empty,total_pitches_onbase,median_seconds_empty,freq_hot,freq_warm,freq_cold
489119,"Miley, Wade",2019,Pit,117,1377,1377,928,13.08,449,13.08,0.5177923021060276,0.46695715323166304,0.015250544662309368
571927,"Matz, Steven",2019,Pit,121,1286,1286,811,13.647,475,13.647,0.42457231726283046,0.5513219284603421,0.024105754
641482,"Cortes, Nestor",2019,Pit,147,614,614,405,13.981,209,13.981,0.4153094462540717,0.5504885993485342,0.034201954
596057,"Norris, Daniel",2019,Pit,116,1066,1066,746,14.047,320,14.047,0.4427767354596623,0.5440900562851783,0.013133208255159476
445926,"Chavez, Jesse",2019,Pit,140,645,645,389,14.081,256,14.081,0.3751937984496124,0.5829457364341085,0.041860465
642558,"Jurado, Ariel",2019,Pit,140,940,940,618,14.147,322,14.147,0.4106382978723404,0.5585106382978723,0.030851063829787233
641745,"Keller, Brad",2019,Pit,118,1217,1217,803,14.148,414,14.148,0.4026294165981923,0.5653245686113394,0.032046015
608566,"M‡rquez, Germ‡n",2019,Pit,115,1126,1126,817,14.248,309,14.248,0.43960923623445824,0.5328596802841918,0.027531083481349913
622491,"Castillo, Luis",2019,Pit,113,1434,1434,1001,14.381,433,14.381,0.405160391,0.5788005578800558,0.016039052
474463,"Anderson, Brett",2019,Pit,133,1232,1232,815,14.514,417,14.514,0.3814935064935065,0.6038961038961039,0.01461039
642607,"Agrazal, Dario",2019,Pit,134,530,530,358,14.515,172,14.515,0.3867924528301887,0.5754716981132075,0.037735849
593334,"Germ‡n, Domingo",2019,Pit,147,990,990,708,14.548,282,14.548,0.398989899,0.5545454545454546,0.046464646464646465
660761,"Suarez, JosŽ",2019,Pit,108,659,659,420,14.581,239,14.581,0.3535660091047041,0.590288316,0.056145675
543475,"Lyles, Jordan",2019,Pit,158,1098,1098,742,14.615,356,14.615,0.3761384335154827,0.604735883,0.019125683
502190,"Leake, Mike",2019,Pit,109,1342,1342,894,14.648,448,14.648,0.3710879284649776,0.5961251862891207,0.032786885
607200,"Fedde, Erick",2019,Pit,120,635,635,400,14.682,235,14.682,0.3606299212598425,0.6204724409448819,0.018897638
641154,"L—pez, Pablo",2019,Pit,146,798,798,521,14.814,277,14.814,0.3508771929824561,0.6165413533834586,0.032581454
543548,"Milone, Tommy",2019,Pit,136,794,794,584,14.815,210,14.815,0.3879093198992443,0.5919395465994962,0.020151133501259445
605154,"Brebbia, John",2019,Pit,138,530,530,307,14.815,223,14.815,0.3132075471698113,0.6358490566037736,0.050943396
592767,"Smyly, Drew",2019,Pit,143,987,987,636,14.848,351,14.848,0.3383991894630192,0.6170212765957447,0.044579533941236066
596001,"Junis, Jakob",2019,Pit,118,1360,1360,864,14.848,496,14.848,0.3338235294117647,0.6316176470588235,0.034558824
645261,"Alcantara, Sandy",2019,Pit,146,1346,1346,879,14.915,467,14.915,0.3410104011887073,0.6181277860326895,0.040861813
608379,"Wacha, Michael",2019,Pit,138,999,999,653,14.915,346,14.915,0.33433433433433435,0.6296296296296297,0.036036036036036036
668676,"Plesac, Zach",2019,Pit,114,861,861,610,14.915,251,14.915,0.3588850174216028,0.6144018583042973,0.026713124274099883
