entity_id,entity_name,year,entity_code,team_id,total_pitches,total_pitches,total_pitches_empty,median_seconds_empty,total_pitches_onbase,median_seconds_empty,freq_hot,freq_warm,freq_cold
608718,"Suter, Brent",2018,Pit,158,784,784,567,12.346,217,12.346,0.5880102040816326,0.39668367346938777,0.015306122448979591
571927,"Matz, Steven",2018,Pit,121,1315,1315,849,12.813,466,12.813,0.5019011406844106,0.4737642585551331,0.024334600760456272
450729,"Fister, Doug",2018,Pit,140,544,544,330,13.146,214,13.146,0.5018382352941176,0.47794117647058826,0.020220588
489119,"Miley, Wade",2018,Pit,158,629,629,405,13.347,224,13.347,0.47058823529411764,0.5071542130365659,0.022257551669316374
445926,"Chavez, Jesse",2018,Pit,112,665,665,419,13.38,246,13.38,0.4766917293233083,0.5007518796992482,0.022556390977443608
593372,"Martinez, Carlos",2018,Pit,138,888,888,517,13.446,371,13.446,0.393018018,0.5608108108108109,0.046171171
453385,"Richard, Clayton",2018,Pit,135,1092,1092,699,13.58,393,13.58,0.46794871794871795,0.510989011,0.021062271062271064
641778,"Lauer, Eric",2018,Pit,135,882,882,533,14.014,349,14.014,0.3786848072562358,0.5634920634920635,0.057823129
547179,"Lorenzen, Michael",2018,Pit,113,583,583,343,14.18,240,14.18,0.4202401372212693,0.5591766723842195,0.02058319
621389,"Blach, Ty",2018,Pit,137,928,928,591,14.214,337,14.214,0.3954741379310345,0.5905172413793104,0.014008620689655173
474463,"Anderson, Brett",2018,Pit,133,551,551,392,14.214,159,14.214,0.43738656987295826,0.5480943738656987,0.014519056261343012
570632,"Ureña, José",2018,Pit,146,1294,1294,906,14.347,388,14.347,0.419629057,0.5540958268933539,0.026275116
543278,"Hardy, Blaine",2018,Pit,116,647,647,446,14.381,201,14.381,0.4234930448222566,0.5625965996908809,0.013910355486862442
608566,"Márquez, Germán",2018,Pit,115,1406,1406,1010,14.414,396,14.414,0.4096728307254623,0.5625889046941679,0.027738264580369845
621366,"Borucki, Ryan",2018,Pit,141,768,768,481,14.414,287,14.414,0.3671875,0.6106770833333334,0.022135416666666668
592468,"Kingham, Nick",2018,Pit,134,585,585,392,14.447,193,14.447,0.38461538461538464,0.5914529914529915,0.023931623931623933
641745,"Keller, Brad",2018,Pit,118,1054,1054,694,14.448,360,14.448,0.38140417457305503,0.5882352941176471,0.030360531309297913
605182,"Clevinger, Mike",2018,Pit,114,1543,1543,1044,14.481,499,14.481,0.3862605314322748,0.5865197666882696,0.027219701879455604
598271,"Johnson, Brian",2018,Pit,111,822,822,554,14.481,268,14.481,0.3819951338199513,0.5924574209245742,0.025547445255474453
502190,"Leake, Mike",2018,Pit,136,1248,1248,858,14.481,390,14.481,0.4014423076923077,0.563301282,0.035256410256410256
622491,"Castillo, Luis",2018,Pit,113,1264,1264,896,14.514,368,14.514,0.4050632911392405,0.5751582278481012,0.019778481
572362,"Erlin, Robbie",2018,Pit,135,714,714,454,14.515,260,14.515,0.38095238095238093,0.5966386554621849,0.022408963585434174
608379,"Wacha, Michael",2018,Pit,138,671,671,480,14.581,191,14.581,0.3859910581222057,0.5812220566318927,0.032786885
461829,"González, Gio",2018,Pit,158,1474,1474,921,14.615,553,14.615,0.3493894165535957,0.6187245590230664,0.031886024
571945,"Mikolas, Miles",2018,Pit,138,1305,1305,910,14.615,395,14.615,0.3831417624521073,0.5885057471264368,0.028352490421455937
518452,"Bettis, Chad",2018,Pit,115,948,948,635,14.615,313,14.615,0.3670886075949367,0.6075949367088608,0.025316456
621107,"Eflin, Zach",2018,Pit,143,893,893,591,14.648,302,14.648,0.3639417693169093,0.6248600223964166,0.011198208286674132
554430,"Wheeler, Zack",2018,Pit,121,1272,1272,860,14.648,412,14.648,0.3694968553459119,0.5959119496855346,0.034591195
641816,"Mahle, Tyler",2018,Pit,113,943,943,588,14.681,355,14.681,0.34994697773064687,0.6256627783669141,0.024390243902439025
592314,"Foltynewicz, Mike",2018,Pit,144,1502,1502,978,14.681,524,14.681,0.3641810918774967,0.6171770972037284,0.018641810918774968
